genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.371	RUMHYD_03692	299043	300002	-	960		hypothetical protein	PLF_572511_00030747	PGF_02773760
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.372	RUMHYD_03693	299999	300958	-	960		hypothetical protein	PLF_572511_00036565	PGF_04623185
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.373	RUMHYD_03694	301122	302135	-	1014		Oxidoreductase, aldo/keto reductase family	PLF_572511_00026205	PGF_10300269
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.374	RUMHYD_03695	302125	302316	-	192		hypothetical protein	PLF_572511_00034511	PGF_04806064
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	gap	fig|476272.21.gap.19		302380	302435	+	56		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.376	RUMHYD_03696	302502	302672	-	171		hypothetical protein	PLF_572511_00032692	PGF_05900067
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.377	RUMHYD_03697	302699	303181	-	483		hypothetical protein	PLF_572511_00025312	PGF_05601438
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.378	RUMHYD_03698	303171	303875	-	705		DNA-binding response regulator KdpE	PLF_572511_00023782	PGF_10469496
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.379	RUMHYD_03699	303865	305403	-	1539		Osmosensitive K+ channel histidine kinase KdpD	PLF_572511_00001423	PGF_02938414
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.380	RUMHYD_03700	305400	306110	-	711		DNA-binding response regulator KdpE	PLF_572511_00000155	PGF_10469496
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.381	RUMHYD_03701	306110	308098	-	1989		Osmosensitive K+ channel histidine kinase KdpD	PLF_572511_00007296	PGF_02938414
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.382	RUMHYD_03702	308179	310230	-	2052		Osmosensitive K+ channel histidine kinase KdpD	PLF_572511_00043784	PGF_02938414
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.383	RUMHYD_03703	310266	310487	-	222		hypothetical protein	PLF_572511_00028817	PGF_06320654
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.384	RUMHYD_03704	310477	311127	-	651	kdpC	Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)	PLF_572511_00003774	PGF_00035407
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.385	RUMHYD_03705	311146	313203	-	2058	kdpB	Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)	PLF_572511_00001031	PGF_00035406
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.386	RUMHYD_03706	313268	314995	-	1728	kdpA	Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)	PLF_572511_00001192	PGF_00035405
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.387	RUMHYD_03707	315088	315207	-	120		hypothetical protein	PLF_572511_00023950	PGF_12861246
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.388	RUMHYD_03708	315585	316736	-	1152		Alcohol dehydrogenase (EC 1.1.1.1)	PLF_572511_00036177	PGF_03572345
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.389	RUMHYD_03709	316752	317780	-	1029		Alcohol dehydrogenase, zinc-binding	PLF_572511_00026988	PGF_00037987
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.390	RUMHYD_03710	317799	318479	-	681		Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	PLF_572511_00031201	PGF_01468574
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.391	RUMHYD_03711	318504	319565	-	1062	pdxB	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	PLF_572511_00032142	PGF_00012987
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.392	RUMHYD_03712	319590	321014	-	1425		PTS system, galactitol-specific IIC component	PLF_572511_00035112	PGF_00029677
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.393	RUMHYD_03713	321064	321363	-	300		PTS system, galactitol-specific IIB component, putative	PLF_572511_00032911	PGF_00029673
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.394	RUMHYD_03714	321387	321842	-	456		PTS system, galactitol-specific IIA component (EC 2.7.1.200)	PLF_572511_00035404	PGF_04724541
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.395	RUMHYD_03715	321911	322030	-	120		hypothetical protein	PLF_572511_00029480	PGF_05871515
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.396	RUMHYD_03716	322020	322421	-	402		hypothetical protein	PLF_572511_00024641	PGF_04949171
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.397	RUMHYD_03717	322434	324170	-	1737	ptsP	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	PLF_572511_00051003	PGF_00033423
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.398	RUMHYD_03718	324185	326245	-	2061		Putative transcriptional antiterminator, BglG family / PTS system, IIA component	PLF_572511_00031926	PGF_05894790
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.399	RUMHYD_03719	326280	326540	-	261		hypothetical protein	PLF_572511_00034286	PGF_04870615
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	tRNA	fig|476272.21.rna.13	RUMHYD_03720	327069	327142	-	74		tRNA-Arg		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	gap	fig|476272.21.gap.20		327316	327335	+	20		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.400	RUMHYD_03721	327785	329131	+	1347		NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	PLF_572511_00000254	PGF_00024831
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.401	RUMHYD_03722	329178	329495	-	318		hypothetical protein	PLF_572511_00027432	PGF_05465533
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	gap	fig|476272.21.gap.21		329595	329798	+	204		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.403	RUMHYD_03723	329869	330135	-	267		Transcriptional regulator, LysR family	PLF_572511_00036405	PGF_07987589
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.404	RUMHYD_03724	330359	330481	+	123		hypothetical protein	PLF_572511_00027505	PGF_04433249
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.405	RUMHYD_03725	330880	331764	-	885		hypothetical protein	PLF_572511_00001520	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.406	RUMHYD_03726	331798	333084	-	1287	serS	Seryl-tRNA synthetase (EC 6.1.1.11)	PLF_572511_00000323	PGF_00051525
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.407	RUMHYD_03727	333105	333674	-	570		FIG072699: hypothetical protein	PLF_572511_00006886	PGF_01667725
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.408	RUMHYD_03728	333688	334626	-	939		Chromosome (plasmid) partitioning protein ParB	PLF_572511_00001122	PGF_03475877
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.409	RUMHYD_03729	334626	335396	-	771	soj	Chromosome (plasmid) partitioning protein ParA	PLF_572511_00001639	PGF_04370656
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.410		335489	335617	+	129		hypothetical protein	PLF_572511_00026342	PGF_04134370
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.411		335764	335907	-	144		hypothetical protein	PLF_572511_00024339	PGF_05771302
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.412	RUMHYD_03730	336269	337234	+	966		hypothetical protein	PLF_572511_00006788	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.413	RUMHYD_03731	337495	338928	-	1434		hypothetical protein	PLF_572511_00028709	PGF_06118839
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.414	RUMHYD_03732	338925	340376	-	1452		Gliding motility-associated ABC transporter substrate-binding protein GldG	PLF_572511_00060534	PGF_12778782
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.415	RUMHYD_03733	340390	341253	-	864		Gliding motility-associated ABC transporter permease protein GldF	PLF_572511_00001258	PGF_06759389
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.416	RUMHYD_03734	341237	342304	-	1068		Gliding motility-associated ABC transporter ATP-binding protein GldA	PLF_572511_00000809	PGF_02759160
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.417	RUMHYD_03735	342632	343351	-	720	gidB	16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)	PLF_572511_00001302	PGF_00008838
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.418	RUMHYD_03736	343353	345245	-	1893	gidA	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG	PLF_572511_00000381	PGF_00413300
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.419	RUMHYD_03737	345259	345525	-	267		tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	PLF_572511_00000770	PGF_00007057
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	gap	fig|476272.21.gap.22		345541	345702	+	162		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.420	RUMHYD_03738	345703	345899	+	197		hypothetical protein	PLF_572511_00033412	PGF_05335495
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.421	RUMHYD_03739	345927	346574	-	648		hypothetical protein	PLF_572511_00027756	PGF_04076052
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.422	RUMHYD_03740	346748	348028	-	1281		hypothetical protein	PLF_572511_00006133	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.423		348140	348277	-	138		hypothetical protein	PLF_572511_00032692	PGF_05900067
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.424	RUMHYD_03741	348395	348700	-	306		DNA-binding protein SpoVG	PLF_572511_00000277	PGF_00422085
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.425	RUMHYD_03742	348779	349894	-	1116	glgD	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	PLF_572511_00000199	PGF_10149521
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.426	RUMHYD_03743	349891	351168	-	1278	glgC	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	PLF_572511_00000200	PGF_10149521
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.427	RUMHYD_03744	351527	352906	+	1380	murC	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	PLF_572511_00000354	PGF_00063999
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.428	RUMHYD_03745	352947	353087	-	141		hypothetical protein	PLF_572511_00035625	PGF_05361915
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.429	RUMHYD_03746	353342	354379	+	1038		hypothetical protein	PLF_572511_00050978	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.430	RUMHYD_03747	354394	355392	+	999		Helicase loader DnaI	PLF_572511_00001777	PGF_00957277
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.431	RUMHYD_03748	355379	356569	+	1191	prs	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	PLF_572511_00001911	PGF_00048782
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.432	RUMHYD_03749	356884	357321	+	438		Transcriptional regulator, MarR family	PLF_572511_00030938	PGF_10423881
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.433	RUMHYD_03750	357364	359097	+	1734		Lipid A export permease/ATP-binding protein MsbA	PLF_572511_00026646	PGF_08515716
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.434	RUMHYD_03751	359090	360913	+	1824		Lipid A export permease/ATP-binding protein MsbA	PLF_572511_00028428	PGF_08515716
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.435	RUMHYD_03752	361022	362566	-	1545		hypothetical protein	PLF_572511_00043291	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.436	RUMHYD_03753	362563	363624	-	1062		Exonuclease SbcD	PLF_572511_00005052	PGF_09155108
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.437	RUMHYD_03754	363665	365056	-	1392	asnS	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	PLF_572511_00000186	PGF_00066502
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.438	RUMHYD_03755	365424	367715	-	2292		hypothetical protein	PLF_572511_00009046	PGF_00677855
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.439	RUMHYD_03756	367893	370349	-	2457		hypothetical protein	PLF_572511_00035881	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.440	RUMHYD_03757	370346	371539	-	1194		hypothetical protein	PLF_572511_00000899	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.441	RUMHYD_03758	371544	371903	-	360		hypothetical protein	PLF_572511_00025360	PGF_06017797
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.442	RUMHYD_03759	372059	373435	-	1377	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	PLF_572511_00000876	PGF_04521913
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.443	RUMHYD_03760	373488	374522	-	1035		D-alanine--D-alanine ligase (EC 6.3.2.4)	PLF_572511_00000572	PGF_10518532
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.444	RUMHYD_03761	374577	375971	-	1395		hypothetical protein	PLF_572511_00024751	PGF_06011306
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.445	RUMHYD_03762	375998	377284	-	1287		Aspartate transaminase (EC 2.6.1.1)	PLF_572511_00004284	PGF_03729119
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.446	RUMHYD_03763	377583	378743	+	1161		D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	PLF_572511_00025764	PGF_06594113
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.447	RUMHYD_03764	378807	379667	+	861		SAM-dependent methyltransferase	PLF_572511_00000299	PGF_00049461
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.448	RUMHYD_03766	380108	380863	-	756		hypothetical protein	PLF_572511_00025400	PGF_06029778
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.449	RUMHYD_03767	380884	382041	-	1158		N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14)	PLF_572511_00034243	PGF_10543640
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.450	RUMHYD_03768	382070	382207	-	138		hypothetical protein	PLF_572511_00029289	PGF_05641860
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.451	RUMHYD_03769	382329	382589	-	261		hypothetical protein	PLF_572511_00032692	PGF_05900067
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.452	RUMHYD_03770	382583	384535	-	1953	metG	Methionyl-tRNA synthetase (EC 6.1.1.10)	PLF_572511_00000246	PGF_03609651
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.453	RUMHYD_03771	384893	385636	-	744		Thiamin ABC transporter ThiZ, ATPase component	PLF_572511_00005799	PGF_00056493
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.454	RUMHYD_03772	385639	386649	-	1011		Thiamin ABC transporter ThiY, substrate-binding component	PLF_572511_00005798	PGF_00056491
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.455	RUMHYD_03773	386660	387424	-	765		Thiamin ABC transporter ThiX, transmembrane component	PLF_572511_00005797	PGF_00056490
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.456	RUMHYD_03774	387393	387689	-	297		UPF0045 protein CPE1503	PLF_572511_00044150	PGF_00064159
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.457	RUMHYD_03775	387784	387927	-	144		hypothetical protein	PLF_572511_00032692	PGF_05900067
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	gap	fig|476272.21.gap.23		388024	388234	+	211		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.458	RUMHYD_03776	388235	389326	-	1092	trmE	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	PLF_572511_00000770	PGF_00007057
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.459	RUMHYD_03777	389550	389926	-	377		RNA-binding protein Jag	PLF_572511_00000848	PGF_06701488
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	gap	fig|476272.21.gap.24		389927	390024	+	98		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.460	RUMHYD_03778	390025	390646	-	622		RNA-binding protein Jag	PLF_572511_00000848	PGF_06701488
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.461	RUMHYD_03779	390668	391957	-	1290		Inner membrane protein translocase and chaperone YidC, short form OxaI-like	PLF_572511_00001395	PGF_00014264
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.462	RUMHYD_03780	391976	392188	-	213		Membrane protein insertion efficiency factor YidD	PLF_572511_00001194	PGF_03751658
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.463	RUMHYD_03781	392190	392531	-	342	rnpA	Ribonuclease P protein component (EC 3.1.26.5)	PLF_572511_00000529	PGF_08424570
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.464	RUMHYD_03782	392632	392766	-	135	rpmH	LSU ribosomal protein L34p	PLF_572511_00000458	PGF_00016418
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.465	RUMHYD_03783	393207	393347	-	141		hypothetical protein	PLF_572511_00033793	PGF_06425678
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.466	RUMHYD_03784	393406	394755	+	1350	dnaA	Chromosomal replication initiator protein DnaA	PLF_572511_00000755	PGF_00876106
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.467	RUMHYD_03785	395045	396154	+	1110	dnaN	DNA polymerase III beta subunit (EC 2.7.7.7)	PLF_572511_00000710	PGF_06473395
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.468	RUMHYD_03786	396182	396388	+	207		Uncharacterized S4 RNA-binding-domain protein YbcJ	PLF_572511_00001686	PGF_06916058
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.469	RUMHYD_03787	396392	397477	+	1086	recF	DNA recombination and repair protein RecF	PLF_572511_00002308	PGF_10387199
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.470	RUMHYD_03788	397677	399624	+	1948		hypothetical protein	PLF_572511_00032611	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	gap	fig|476272.21.gap.25		399625	399644	+	20		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.471	RUMHYD_03789	399653	400222	+	570		hypothetical protein	PLF_572511_00050719	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.472	RUMHYD_03790	400286	401170	+	885	ksgA	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)	PLF_572511_00000301	PGF_00049827
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.473	RUMHYD_03791	401157	401294	+	138		hypothetical protein	PLF_572511_00034610	PGF_06497633
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.474	RUMHYD_03792	401519	402511	+	993		Uncharacterized protein YpuA	PLF_572511_00026058	PGF_02829859
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.475		402599	402724	-	126		hypothetical protein	PLF_572511_00030126	PGF_06026975
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.476	RUMHYD_03793	402814	403719	+	906		SSU ribosomal protein S1p	PLF_572511_00001920	PGF_09939762
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.477	RUMHYD_03794	403732	405390	+	1659		Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	PLF_572511_00000244	PGF_00019248
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.478	RUMHYD_03795	405424	406011	+	588		Flavoredoxin	PLF_572511_00000764	PGF_00809978
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.479	RUMHYD_03796	406108	406617	+	510	aroK	Shikimate kinase I (EC 2.7.1.71)	PLF_572511_00001471	PGF_02838109
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.480	RUMHYD_03797	406853	408145	+	1293	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	PLF_572511_00000352	PGF_00900122
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.481	RUMHYD_03798	408566	409753	+	1188	metK	S-adenosylmethionine synthetase (EC 2.5.1.6)	PLF_572511_00000024	PGF_03202156
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.482	RUMHYD_03799	409823	410971	+	1149		Two-component system sensor histidine kinase	PLF_572511_00000322	PGF_02620852
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.483	RUMHYD_03800	410968	411657	+	690		Two-component transcriptional response regulator, LuxR family	PLF_572511_00000154	PGF_09666309
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.484		411659	412234	+	576		Arginine decarboxylase (EC 4.1.1.19); Lysine decarboxylase (EC 4.1.1.18); Ornithine decarboxylase (EC 4.1.1.17)	PLF_572511_00036468	PGF_00064281
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	gap	fig|476272.21.gap.26		412200	412219	+	20		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.485	RUMHYD_03802	412284	413108	+	825		hypothetical protein	PLF_572511_00031623	PGF_04956617
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.486	RUMHYD_03803	413127	413750	+	624		Guanylate kinase-like protein	PLF_572511_00023734	PGF_06183957
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.487	RUMHYD_03804	413808	414797	+	990		DNA polymerase III delta prime subunit (EC 2.7.7.7)	PLF_572511_00000711	PGF_06755829
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.488	RUMHYD_03805	414799	415068	+	270		Stage 0 sporulation protein YaaT	PLF_572511_00000328	PGF_00053991
476272.21	Blautia hydrogenotrophica DSM 10507	GG657688	PATRIC	CDS	fig|476272.21.peg.489	RUMHYD_03806	415095	415694	+	600		Stage 0 sporulation protein YaaT	PLF_572511_00000328	PGF_00053991
